 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Lamiales,Oleaceae,Fraxinus,dipetala,5.10,44.82,12.60,"Leaves 2 to 5 in. long; leaflets commonly five, but varying from three to nine, obovate or oval, tapered at the base, rounded or hardly pointed at the apex, 1⁄2 to 11⁄4 in. long, toothed except at the lowest third (sometimes quite entire), glabrous on both surfaces; main leaf-stalk grooved above; the terminal leaflet rather long-stalked, the uppermost pair stalkless, those below more or less stalked",https://treesandshrubsonline.org/articles/fraxinus/fraxinus-dipetala/,http://sweetgum.nybg.org/science/vh/specimen-list/?SummaryData=Fraxinus%20dipetala... https://datosabiertos.unam.mx/biodiversidad/,5.08,16.33,,,,,3.7,7.77,compound,,,,,,,
Lamiales,Oleaceae,Fraxinus,excelsior,7.68,77.42,17.09,"Large tree to about 30 m. Leaves alternate, with 9-13 leaflets on petioles to about 8 cm long. Leaflets to about 10 x 3.5 cm, lanceolate with serrate margins.... Leaves 10 to 12 in. long; leaflets most frequently nine or eleven, sometimes less or more, oblong lance-shaped, tapered at the base, slender-pointed, toothed, 2 to 41⁄2 in. long, 1 to 11⁄3 in. wide, dark green and glabrous above, paler beneath, and with fluffy brown down at the sides of the lower part of the midrib. Main leaf-stalk usually more or less downy, the wings on the upper side meeting and forming a sharp angle. The terminal leaflet is stalked, the lateral ones scarcely so",https://www.nzpcn.org.nz/flora/species/fraxinus-excelsior/   https://treesandshrubsonline.org/articles/fraxinus/fraxinus-excelsior/,http://sweetgum.nybg.org/science/vh/specimen-list/?SummaryData=Fraxinus%20excelsior,25.4,30.48,,,,,5.07,16.88,compound,,,,,,,
Lamiales,Oleaceae,Osmanthus,austrocaledonicus,6.24,66.32,13.12,Ejemplares de herbario,,https://avh.ala.org.au/occurrences/search?taxa=Osmanthus+austrocaledonicus#tab_recordImages.....http://publish.plantnet-project.org/project/nou/collection/nou/specimens/result?form%5By_lat_1_bottom_left%5D=&form%5Bx_lng_1_bottom_left%5D=&form%5By_lat_2_top_right%5D=&form%5Bx_lng_2_top_right%5D=&form%5Bfield_0%5D=&form%5Bname_field_0%5D=5f7bb6281d027852d10adbba&form%5Bfield_0_string%5D=&form%5Bfield_1%5D=&form%5Bname_field_1%5D=5f7bb6281d027852d10adbbc&form%5Bfield_1_string%5D=&form%5Bfield_2%5D=Osmanthus+austrocaledonicus&form%5Bname_field_2%5D=5f7bb6281d027852d10adbbd&form%5Bfield_2_string%5D=Osmanthus+austrocaledonicus&form%5Bfield_3%5D=&form%5Bname_field_3%5D=5f7bb6281d027852d10adbbf&form%5Bfield_3_string%5D=&form%5Bfield_4%5D=&form%5Bname_field_4%5D=5f7bb6281d027852d10adbc0&form%5Bfield_4_string%5D=&form%5Bfield_5%5D=&form%5Bname_field_5%5D=5f7bb6281d027852d10adbc1&form%5Bfield_5_string%5D=&form%5Bfield_6%5D=&form%5Bname_field_6%5D=5f7bb6281d027852d10adbc3&form%5Bfield_6_string%5D=&form%5Bfield_7%5D=&form%5Bname_field_7%5D=5f7bb6281d027852d10adbc4&form%5Bfield_7_string%5D=&form%5Bfield_8%5D=&form%5Bname_field_8%5D=5f7bb6281d027852d10adbc5&form%5Bfield_8_string%5D=&form%5Bfield_9%5D=&form%5Bname_field_9%5D=5f7bb6281d027852d10adbc6&form%5Bfield_9_string%5D=&form%5Bfield_10%5D=&form%5Bname_field_10%5D=5f7bb6281d027852d10adbca&form%5Bfield_10_string%5D=&form%5Bfield_11%5D=&form%5Bname_field_11%5D=5f7bb6281d027852d10adbcb&form%5Bfield_11_string%5D=&form%5Bfield_12%5D=&form%5Bname_field_12%5D=5f7bb6281d027852d10adbcc&form%5Bfield_12_string%5D=&form%5Bfield_13%5D=&form%5Bname_field_13%5D=5f7bb6281d027852d10adbcd&form%5Bfield_13_string%5D=&form%5Bfield_14%5D=&form%5Bname_field_14%5D=5f7bb6281d027852d10adbcf&form%5Bfield_14_string%5D=,5.54,7.7,0.83,0.96,4.61,6.8,1.91,3.61,simple,,,,,,,
Lamiales,Orobanchaceae,Cordylanthus,rigidus,1.27,24.16,13.74,"Láminas: 1.24-1.67 x (0.5) 0.73-1.41 cm, mediciones de ejemplares de herbario",,http://sweetgum.nybg.org/science/vh/specimen-list/?SummaryData=Cordylanthus%09rigidus..... https://datosabiertos.unam.mx/IBUNAM:MEXU:1010023,1.24,2.27,,,,,0.1,0.16,simple,,,hojas pinatifidas,,,,
Lamiales,Plantaginaceae,Angelonia,pubescens,2.61,28.13,12.32,"Peciolos: 4.67-8.24 mm, láminas: (24.43) 30.71-56.26 x (15.58) 19.89-33.54 mm",,"https://plants.jstor.org/stable/10.5555/al.ap.specimen.f0bn012353?searchUri=plantName%3D%2522Angelonia%2Bpubescens%2522%26syn%3D1, https://plants.jstor.org/search?plantName=%22Angelonia+pubescens%22&syn=1",,,0.47,0.82,3.07,5.63,1.98,3.35,simple,,,,,,,
Lamiales,Plantaginaceae,Keckiella,cordifolia,3.56,32.24,11.58,Ejemplares de herbario,,http://sweetgum.nybg.org/science/vh/specimen-list/?SummaryData=Keckiella%20cordifolia,2.31,4.59,0.12,0.49,2.19,4.1,1.21,2.28,simple,,,,,,,
Lamiales,Plantaginaceae,Keckiella,ternata,0.89,21.32,11.47,"Láminas: 15-60 mm, 3.3-4.34 mm",https://ucjeps.berkeley.edu/eflora/eflora_display.php?tid=76790,https://plants.jstor.org/stable/10.5555/al.ap.specimen.ny00130529?searchUri=plantName%3D%2522Penstemon%2Bternatus%2522%26syn%3D1,1.5,6,,,,,0.33,0.43,simple,,,"Hojas sésiles, sinónimo Penstemon ternatus",,,,
Lamiales,Plantaginaceae,Penstemon,centranthifolius,0.43,23.58,10.15,Láminas: 4.8-6.55 x 1.2-1.9 cm,,"https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.us01178291?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DPenstemon%2509centranthifolius https://datosabiertos.unam.mx/IBUNAM:MEXU:760800, https://datosabiertos.unam.mx/IBUNAM:MEXU:453753",4.8,6.55,,,,,1.2,1.9,simple,,,Hojas sésiles,,,,
Lamiales,Scrophulariaceae,Buddleja,stachyoides,1.44,23.38,12.07,"lâmina 5-25×1,8-9cm,",Flora Fanerogámica do estado de Sao Paulo,https://plants-jstor-org.pbidi.unam.mx:2443/search?filter=name&so=ps_group_by_genus_species+asc&Query=Buddleja%09stachyoides,5,25,,,,,1.8,9,simple,,,Hojas sésiles,,,,
Lamiales,Verbenaceae,Lantana,camara,9.51,95.52,27.43,"Twigs and both the upper and lower surfaces of the leaf blade scabrous. Lateral and reticulate veins depressed on the upper surface. Leaf blades about 2.8-11 x 1.5-7 cm, aromatic when crushed, petioles about 0.5-1.4 cm long. Twigs 4-angled. Sparsely scattered, short, recurved spines usually found on the leaf bearing twigs...Leaves with lamina ovate, usually 2.5–8 cm long and 15–45 mm wide, apex ± acute to obtuse, base ± rounded, margins toothed, upper surface wrinkled and strigose, lower surface ± pubescent; petiole 5–20 mm long. ",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Lantana_camara.htm https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Lantana~camara,,,,0.5,1.4,2.8,11,1.5,7,simple,,,,,,,
Lamiales,Verbenaceae,Lantana,sp,3.09,34.61,13.18,Especie no determinada,,,,,,,,,,,,,,,,,,
Lamiales,Verbenaceae,Lippia,balansae,3.43,44.79,14.70,Ejemplares de herbario,,http://sweetgum.nybg.org/science/vh/specimen-list/?SummaryData=lippia%20balansae.... https://datosabiertos.unam.mx/IBUNAM:MEXU:689054.... http://www.splink.org.br/index?lang=pt,2,4.77,0.17,0.5,1.84,4.27,0.89,1.6,simple,,,,,,,
Lamiales,Verbenaceae,Lippia,gracilis,3.53,30.89,11.39,Ejemplares de herbario,,http://www.splink.org.br/index?lang=pt,2.14,5.05,0.41,0.92,1.67,4.41,0.88,2.03,simple,,,,,,,
Laurales,Atherospermataceae,Atherosperma,moschatum,19.23,44.73,13.73,"Leaves lanceolate to elliptic or oblanceolate, 3–10 cm long, 8–25 mm wide, margins entire or coarsely and irregularly toothed, upper surface ± glabrous, lower surface densely grey-hairy, strongly aromatic when crushed; petiole 2–5 mm long",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Atherosperma~moschatum,,3,10,,,,,0.8,2.5,simple,,,,,,,
Laurales,Atherospermataceae,Doryphora,sassafras,20.03,62.84,16.68,"Leaves elliptic to lanceolate or ovate, usually 3–10 cm long, 2–4 cm wide, margins shallowly to deeply toothed, glabrous and glossy, with a pleasant `sassafras' scent when crushed; petiole 5–15 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Doryphora~sassafras,,3,10,,,,,2,4,simple,,,,,,,
Laurales,Atherospermataceae,Nemuaron,vieillardii,9.18,51.44,13.33,"Pétiole long de 4-10 mm, arrondi dessous, plan à canaliculé dessus, à pubescence dense chez les feuilles les plus jeunes, puis glabrescent. Limbe obové, souvent spatulé, de (1,5-) 2,5-6,5 (-9) x (1-) 1,3-3,5 (-4,5) cm",https://www.biodiversitylibrary.org/item/278354#page/164/mode/1up,,,,0.4,1,2.5,6.5,1.3,3.5,simple,,,,,,,
Laurales,Calycanthaceae,Idiospermum,australiense,24.00,156.75,24.16,"Leaf blades about 10-17 x 3.5-5.5 cm. Lateral veins slightly raised on the upper surface, curved throughout their length, but not forming definite loops.",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Idiospermum_australiense.htm,,,,1.2,2.5,8,20,3,10,simple,,,,,,,
Laurales,Hernandiaceae,Gyrocarpus,jatrophifolius,7.70,156.92,30.77,"Hojas 5-45 x 5-45 cm, (3-)5(-7)-lobuladas, pelosas cuando jóvenes, glabrescentes cuando maduras, la base anchamente cordada; lóbulos enteros, oblongo-ovados, acuminados; pecíolo 1-42.5 cm",https://www.tropicos.org/docs/meso/hernandiaceae.pdf,,,,1,42.5,5,45,5,45,simple,,,,,,,
Laurales,Hernandiaceae,Hernandia,albiflora,7.95,76.44,21.44,Leaf blades about 11-16 x 3-5.5 cm. FALTA PECIOLO,http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Hernandia_albiflora.htm,,,,,1,11,16,3,5.5,simple,14.5,,,,,,
Laurales,Hernandiaceae,Hernandia,cordigera,8.50,89.89,24.58,"Feuilles entières (lobées chez les jeunes individus) ; pétiole long de (2-) 3-10 (-16) cm, finement pubescent à glabre ; limbe ové à elliptique, de (6-) 8-17 (-23) x (3-) 4-10 (-12) cm",https://www.biodiversitylibrary.org/item/279111#page/5/mode/1up,,,,3,10,8,17,4,10,simple,,,,,,,
Laurales,Hernandiaceae,Sparattanthelium,amazonum,11.76,137.28,31.35,"Hojas 2-13 x 1-8 cm, lanceoladas, elípticas u oblongo-ovadas, herbáceas, lustrosas, generalmente glabras...; pecíolo 1-8 cm",https://www.tropicos.org/docs/meso/hernandiaceae.pdf,,,,1,8,2,13,1,8,simple,,,,,,,
Laurales,Lauraceae,Beilschmiedia,oreophila,4.23,50.46,10.11,H (147.25x73.84+148.53x103.12+144.57x77.62+180.38x106.45+181.76x121.93) P(18.84+16.01+13.63+16.34+20.12),,https://plants.jstor.org/search?plantName=%22Beilschmiedia+oreophila%22&syn=1,,,1.36,2.01,14.46,18.18,7.38,12.19,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,aristata,9.75,71.07,14.96,"Feuilles en spirale, aromatiques, coriaces, elliptiques, rarement subobovales-elliptiques, (1,5-) 2,5-4 X (3,5-) 6,5-8 cm, obtuses ou largement subapiculées; base brièvement cunéiforme, un peu décurrente. Pétiole assez grêle, glabrescent, de 5-10 mm, aplati dessus, élargi vers le sommet",https://www.biodiversitylibrary.org/item/276929#page/65/mode/1up,,,,5,10,6.5,8,2.5,4,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,aurea,3.75,63.70,17.36,H(86.91+87.55+110.17+102.33+90.82 x 26.55+26.86+41.54+42.32+33.11) P(9.24+12.42+11.98+13.33+13.21),,https://plants.jstor.org/search?filter=namewithsynonyms&so=ps_group_by_genus_species+asc&Query=%28endiandra+aurea%29,,,0.94,1.33,8.69,10.23,2.66,4.23,simple,,,5 hojas de 2 ejemplares disponibles,,,,
Laurales,Lauraceae,Cryptocarya,elliptica,5.39,53.88,13.25,"Feuilles en spirale, oblancéolées à oblancéolées-elliptiques ou spatulées, coriaces, de (1-) 2-5 X (3-) 3,5-11 cm, arrondies ou obtuses, très rarement apiculées; base cunéiforme un peu décurrente. Pétiole de 6-20 mm, densément et microscopiquement sublaineux, obscurément canaliculé dessus.",https://www.biodiversitylibrary.org/item/276929#page/48/mode/1up,,,,0.6,2,3.5,11,2,5,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,gracilis,4.35,69.92,16.43,"Feuilles en spirale, opaques, raides-coriaces, étroitement jusqu’à largement elliptiques, 1,5-4 X 3-6 cm, obtuses ou à acumen très court, large et obtus; base brièvement cunéiforme, décur-rente. Pétiole très court, de 3 (rarement 5) mm, densément et microscopiquement poilu à poils apprimés, aplati dessus, élargi vers le sommet.",https://www.biodiversitylibrary.org/item/276929#page/71/mode/1up,,,,0.3,0.5,3,6,1.5,4,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,longifolia,3.50,56.71,15.71,"Feullies en spirale, coriaces +- minces, lencéolées à ovales-elliptiques, 2-5.5 x 6-13, distinctement acuminées, à base aiguë. Petiole grêle, long de 6-10 mm, élargi et aplati vers le sommet, étroitement canaliculé dessus, glabrescent.",https://bibliotheques.mnhn.fr/EXPLOITATION/infodoc/digitalCollections/viewerpopup.aspx?seid=FLNCA_S000_1974_T005_N000,,,,0.6,1,6,13,2,5.5,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,macrodesme,5.68,75.35,25.75,"Feuilles en spirale, aromatiques, chartacées à subcoriaces, ovales ou étroitement ovales, rarement elliptiques, (4-) 6-9,5 (-30) X (6-) 11-30 (-45) cm, très brièvement acuminées ou apiculées, base graduellement atténuée et cunéiforme... Pétiole robuste, de 2-5 cm, aplati au-dessus.",https://www.biodiversitylibrary.org/item/276929#page/34/mode/1up,,,,2,5,11,30,6,9.5,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,odorata,3.90,86.40,21.16,"Feuilles en spirale, raides-coriaces, ovales jusqu’à ovales-elliptiques, rarement étroites, de 3-10 X 6-16 cm; acumen assez obtus, de 3-10 mm; base arrondie ou tronquée, souvent inégale, plus rarement arrondie et brièvement cunéiforme. Pétiole robuste, densément et microscopiquement ferrugineux-sublaineux, aplati sur la face supérieure, de 1-2 cm.",https://www.biodiversitylibrary.org/item/276929#page/53/mode/1up,,,,1,2,6,16,3,10,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,oubatchensis,5.89,73.80,20.38,"Feuilles en spirale, aromatiques, raides, chartacées, glabres, oblancéolées, de 2,5-3,5 (-4) X 5-12 (-14) cm, acuminées; acumen grêle, pointu, long de 8-10 mm; base graduellement rétrécie. Pétiole grêle, glabre, canaliculé dessus, de 8-15 mm.",https://www.biodiversitylibrary.org/item/276929#page/41/mode/1up,,,,0.8,1.5,5,12,2.5,3.5,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,pluricostata,3.65,54.46,11.65,"Feuilles en spirale, coriaces (l'échantillon-type a des feuilles jeunes chartacées, scrobiculées), ovales-elliptiques à subelliptiques, 2,5-6 x 5-12 cm, brièvement, obtusément acuminées ou obtuses; base brièvement cunéiforme. Pétioles grêles, glabrescents, aplatis dessus, de 1,5-2 cm.",https://www.biodiversitylibrary.org/item/276929#page/45/mode/1up,,,,1.5,2,5,12,2.5,6,simple,,,,,,,
Laurales,Lauraceae,Cryptocarya,velutinosa,7.30,70.07,17.50,P(14.24+10.52+12.46+13.9+9.12) HL(116.86+129.8+162.32+162.87+142.59) HA(52.49+53.05+72.81+89.78+56.9),,https://plants.jstor.org/search?filter=namewithsynonyms&so=ps_group_by_genus_species+asc&Query=cryptocarya+velutinosa,,,0.91,1.42,11.69,16.29,5.25,8.98,simple,,,5 hojas de 4 ejemplares disponibles,,,,
Laurales,Lauraceae,Endiandra,baillonii,4.42,69.59,18.12,"Feuilles disposées en spirale, rarement subopposées, coriaces et ± rigides, elliptiques, 2-3,5 (-7) x 5-7,5 (13) cm, brièvement, largement, assez obscurément acuminées ou obtuses, parfois émarginées; base brièvement cunéée, décurrente en marges étroites... Pétiole densément et microscopiquement gris-soyeux, long de 1,5 -3 cm, concave dessus à la base",https://www.biodiversitylibrary.org/item/276929#page/15/mode/1up,,,,1.5,3,5,7.5,2,3,simple,,,,,,,
Laurales,Lauraceae,Licaria,nayaritensis,3.98,51.77,22.72,"Leaves alternate, glabrous, with canaliculate petioles 4-9 mm. long; leaf blades chartaceous, oblong-elliptic or oblanceolate, 6.5-12 cm. long, 2.2-4 cm. wide, apex subabruptly acuminate, the acumen short, about 5 mm. Long//",https://www.biodiversitylibrary.org/page/767198#page/348/mode/1up,,,,0.4,0.9,6.5,12,2.2,4,simple,,,sin. Misanteca nayaritensis,,,,
Laurales,Lauraceae,Lindera,benzoin,2.91,34.56,16.24,"Leaves horizontal to ascending, strongly aromatic (spicy) throughout growing season; petiole ca. 10 mm, glabrous or pubescent. Leaf blade obovate, smaller blades generally elliptic, (4-)6-15 × 2-6 cm, membranous, base cuneate, margins ciliate//lvs obovate to oblong or elliptic, 6–12 cm, pointed at both ends, pinnately veined, the uppermost lvs on each twig commonly the largest;petioles 5–12 mm",http://www.worldfloraonline.org/taxon/wfo-0001071106,,,,0.5,1.2,6,15,2,6,simple,,,,,,,
Laurales,Lauraceae,Nectandra,ambigens,18.00,133.07,38.15,"The leaves have stout petioles 2 (2.8) cm. long and sparsely pubescent to glabresent.The blades are subcoriaceous, shining above and beneath, usually elliptic, cuneate at the base, obtuse or shortly obtusely acuminate. 9.5-26 cm. long and 3.5-10 cm. broad",https://www.biodiversitylibrary.org/page/8443788#page/396/mode/1up,,,,2,2.8,9.5,26,3.5,10,simple,,,,,,,
Laurales,Lauraceae,Ocotea,corymbosa,4.63,64.86,13.27,"Folhas alternas; pecíolo 0,8-2 cm compr., ca. 0,1 cm espessura, canaliculado, pubérulo; lâmina 5-10 × 1,5-4 cm, estreito-elíptica ou ovado-elíptica",https://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602013000300004,,,,0.8,2,5,10,1.5,4,simple,,,,,,,
Laurales,Lauraceae,Sassafras,albidum,5.00,68.51,17.74,"Leaf blade ovate to elliptic, unlobed or 2-3-lobed (rarely more), 10-16 × 5-10 cm// The slender petioles are up to 1"" long and light green to red",http://www.worldfloraonline.org/taxon/wfo-0001071258// https://www.illinoiswildflowers.info/trees/plants/sassafras.htm,,,,,2.54,10,16,5,10,simple,15.54,,,,,,
Laurales,Monimiaceae,Hedycarya,cupulata,5.53,62.31,18.84,"Feuilles opposées ou subopposées, à pétioles longs de (4-) 6-15 mm. Limbe généralement elliptique, parfois ové ou obové, de (4-) 5-13 X (1,5-) 2,5-4,5 cm",https://www.biodiversitylibrary.org/item/278354#page/139/mode/1up,,,,6,1.5,5,13,2.5,4.5,simple,,,,,,,
Laurales,Monimiaceae,Hedycarya,engleriana,5.74,72.33,20.84,"Feuilles à pétiole long de 4-7 mm, glabre. Limbe elliptique, mince, de 5-10 X 2-4,5 cm",https://www.biodiversitylibrary.org/item/278354#page/132/mode/1up,,,,0.4,0.7,5,10,2,4.5,simple,,,,,,,
Laurales,Monimiaceae,Hedycarya,parvifolia,7.83,63.39,12.37,"Feuilles opposées ou subopposées; pétiole long de 4-15 (-25) mm. Limbe elliptique à obové, de 3-11 X 1-5 cm",https://www.biodiversitylibrary.org/item/278354#page/148/mode/1up,,,,0.4,1.5,3,11,1,5,simple,,,,,,,
Laurales,Monimiaceae,Kibaropsis,caledonica,6.28,37.89,23.73,"Feuilles verticillées par 4-7; limbe généralement de grande taille (15-) 20-25 (-30) x 5-8 (-10) cm... atténué en pétiole à la base, aromatique",https://www.biodiversitylibrary.org/item/278354#page/154/mode/1up,,,,,,20,25,5,8,simple,22.5,,"Subsésil. atenuado en la base, no identificable",,,,
Laurales,Monimiaceae,Palmeria,scandens,6.67,60.47,28.70,"Leaf blades about 4.5-19 x 2-9 cm, petioles about 0.4-1.4 cm long",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Palmeria_scandens.htm,,,,0.4,1.4,4.5,19,2,9,simple,,,,,,,
Laurales,Monimiaceae,Wilkiea,hugeliana,2.64,45.10,11.18,"Leaves oblong to elliptic, often narrowly so, 6–15 cm long, 1–5 cm wide; petiole usually 6–10 mm long",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Wilkiea~huegeliana,,,,0.6,1,6,15,1,5,simple,,,,,,,
Laurales,Siparunaceae,Siparuna,gesnerioides,9.30,63.68,19.98,"Hojas opuestas, a veces en verticilos de 3; peciolos de (0.5) 1 a 5 cm de largo, densamente pubescentes con tricomas fasciculados; láminas color verde olivo, marrón o amarillentas en seco, generalmente obovadas o elípticas, de 10 a 28 cm de largo y 4 a 10 cm ancho",https://www.researchgate.net/publication/281831540_Siparunaceae_Flora_de_Guerrero_64,,,,1,5,10,28,4,10,simple,,,,,,,
Laurales,Siparunaceae,Siparuna,thecaphora,4.77,51.83,25.71,"Hojas opuestas, a veces en verticilos de 3; peciolos de 0.7 a 3 (5) cm de largo, escasa o densamente pubescentes, pubescencia igual a la de tallos; láminas color marrón o rojizas en seco, generalmente elípticas, a veces obovadas, de 9 a 30 cm de largo y 5 a 8 cm de ancho",https://www.researchgate.net/publication/281831540_Siparunaceae_Flora_de_Guerrero_64,,,,0.7,3,9,30,5,8,simple,,,,,,,
Liliales,Smilacaceae,Smilax,leucophylla,6.18,74.23,38.26,"Blades broadly ovate to ovate-oblong, leathery, 10-32 cm long, 4-22 cm wide; petiole 4-5 cm long",https://smujo.id/biodiv/article/view/3438,,,,4,5,10,32,4,22,simple,,,,,,,
Liliales,Smilacaceae,Smilax,polyantha,3.94,69.69,29.90,P(8.14+5.71+9.13+3.47+10.43) HL(63.31+75.68+65.86+30.82+56.84) HA(26.07+31.68+27.86+25.43+37.26),,https://plants.jstor.org/search?filter=namewithsynonyms&so=ps_group_by_genus_species+asc&Query=smilax+polyantha,,,0.35,1.04,3.08,7.57,2.54,3.73,simple,,,5 hojas de 4 ejemplares (incluye sin. medicinalis y benthaniana),,,,
Magnoliales,Annonaceae,Annona,coriacea,2.71,94.09,17.89,"Folhas com pecíolo sulcado, espessado, ca. 0,5 cm compr., piloso; lâmina obovada, 10-13,5× 6,5-9,5 cm",https://www.scielo.br/pdf/abb/v18n2/v18n02a08.pdf,,,,,0.5,10,13.5,6.5,9.5,simple,12.25,,Subsésil,,,,
Magnoliales,Annonaceae,Annona,crassiflora,1.36,69.26,17.20,"Pecíolo  3-5  mm  compr., pubescente;  lâmina  foliar  oboval  ou,  raramente, oblongo-elíptica,  5-13  cm  compr.,  3-11  cm  larg., cartácea,",https://www.researchgate.net/publication/270577562_FLORA_DA_SERRA_DO_CIPO_MINAS_GERAIS_ANNONACEAE,,,,0.3,0.5,5,13,3,11,simple,,,,,,,
Magnoliales,Annonaceae,Annona,leptopetala,4.43,33.82,12.66,"Normal leaf blades oblong-lanceolate, rounded or very slightly retuse at the apex, rounded at the base, 8 to 10 cm. long, 2.8 to 3.5 cm. broad, with 9 to 13 nerves on each side. Petioles broadly grooved above, clothed at first with grayish tomentellum, those of the normal leaves 6 to 8 mm. long",https://www.biodiversitylibrary.org/page/2005797#page/207/mode/1up,,,,0.6,0.8,8,10,2.8,3.5,simple,,,sin. Rollinia leptopetala,,,,
Magnoliales,Annonaceae,Cymbopetalum,baillonii,11.93,87.72,30.05,"Leaves 3.1-25.5 × 2.3-8.1 cm, oblong to elliptic, chartaceous to subcoriaceous, glabrescent; midrib flat above, raised below, sparsely puberulous; venation brochidoromous, the secondary veins 10-15 per side, flat above, slightly raised below; base cuneate to rounded, less often acute, oblique; apex abruptly acuminate to cuspidate, the acumen to 1 cm. Petioles 3-7 mm, flat above, glabrescent.",https://www.tropicos.org/docs/meso/annonaceae.pdf,,,,0.3,0.7,3.1,25.5,2.3,8.1,simple,,,,,,,
Magnoliales,Annonaceae,Hubera,nitidissima,8.60,52.58,16.21,P(5.77+5.1+2.52+0.91+3.42) HL(108.84+55.91+51.98+63.87+75.07) HA(33.88+30.16+19.06+23.15+24.98),,"https://plants.jstor.org/search?plantName=%22Polyalthia+nitidissima%22&syn=1 (0365023, p00537614, 2280383, k000691688, e00643549)",,,0.09,0.58,5.2,10.88,1.91,3.39,simple,,,"sin. Unona fulgens, Unona nitens",,,,
Magnoliales,Annonaceae,Meiogyne,tiebaghiensis,5.10,47.88,20.13,"Fuente1:Shrub or tree up to 10 m high. Young twigs usually pubescent, older twigs usually glabrous, often (conspicuous) lenticels present. Leaves coriaceous to membranous, glabrous on both sides, lamina (broadly) elliptic to (narrowly) (ob)ovate to narrowly oblong, 2.5-23 cm long, 1-7.5 cm wide, base acute to rounded to cordate, sometimes more or less asymmetrical, apex acute to obtuse, sometimes rounded or retuse, midrib flat to slightly elevated above, glabrous, prominent beneath, glabrous, lateral veins faint. Petiole 1-11 mm long, 0.5-2.5 mm thick, glabrous or (sparsely) pubescent.",Fuente1: https://www.biodiversitylibrary.org/page/13740249#page/367/mode/1up,,,,0.1,0.11,2.5,23,1.7,5,simple,,,,,,,
Magnoliales,Eupomatiaceae,Eupomatia,barbata,0.49,20.17,15.32,"Fuente1: Shrub to 1m, often flowering at less than 30cm high; roots with tubers. Leaves oblanceolate or narrowly obovate, acuminate; petiole 2.5-6 mm long, decurrent as with stem ridges, lamina 6-22 cm long, 1.5-5.5 cm wide, glabrous adaxially above, pilose adaxially below with isolated simple and dendritic hairs, glabrescent; base attenuate; secundary veins 10-14 pairs. Fuente2:Leaf blades about 16-20 x 5-6 cm, petioles short, about 0.2-0.4 cm long (estas medidas entran dentro de la descripcion de la Fuente1).",Fuente1: https://www.biodiversitylibrary.org/page/59892951#page/162/mode/1up Fuente2: http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Eupomatia_barbata.htm,,,,0.25,0.6,6,22,1.5,5.5,simple,,,,,,,
